Year,Lobbyist Name,Principal,Lobbyist’s Firm,Additional Lobbyists,Lobbying Matter,First Half (Jan1 – June 30),Second Half (July1 – DEC 31),Reference URL for First Half,Reference URL for Second Half
2013,Charles Robert Dalrymple,Fairfield Residential,Linowes and Blocher LLP,Heather Dlhopolsky,Studio Plaza,0.00,6309.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=99,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=99
2015,G. Macy Nelson,Local 400,"Law Office of G. Macy Nelson, LLC",,Land use,4418.00,2475.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=407,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=407
2020,Stacy P. Silber,LCOR,"Lerch, Early & Brewer, Chtd.",,Bill No. 29-20  - PILOT,0.00,4345.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2404,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2404
2018,Moira Moynihan,Montgomery Child Care Coalition,"Alexander & Cleaver, P.A.",,Legislative and regulatory initiatives in Montgomery County that may affect the quality of child care services and early education.,3125.00,2700.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2052,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2052
2017,Heather Dlhopolsky,NOVO Properties,Linowes and Blocher LLP,,Downtown Bethesda Sector Plan; ZTA 16-17 (Height Encroachments-Townhouses).,1995.00,105.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=923,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=923
2017,"Robert G. Brewer, Jr.",Euro Motorcars Bethesda Inc.,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=939,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=939
2019,"Robert G. Brewer, Jr.","Gunner's Lake Thirteen LP/Pleasants Development, L","Lerch, Early & Brewer, Chtd.",,MARC Rail Communities Sector Plan.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2205,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2205
2023,Patricia A. Harris,Marc Potash,"Lerch, Early & Brewer, Chtd.",,ZTA 23-09 Farming - Incidental Outdoor Stays to allow overnight stays in AR Zone.,0.00,8450.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2906,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2906
2019,Steven Silverman,"CCACC,INC.",SSGOVRELATIONS,,County funding,10000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2224,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2224
2017,Steven A. Silverman,Bozzuto & Associates,"SSGOVRELATIONS, LLC",,General real estate matters,12500.00,12500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=869,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=869
2017,Robert R. Harris,Carr Properties,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,1555.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=787,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=787
2013,Stephen J. Orens,Amir Afkhami,"Miles & Stockbridge, PC",,Zoning Ordinance Revision,5529.00,1410.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=115,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=115
2015,Miti Figueredo,The Chevy Chase Land Company,The Chevy Chase Land Company,,"zoning, land use, economic development, and transportation issues",30000.00,15000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=455,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=455
2025,steve silverman,"Sligo Avenue,LLC","SSGOVRELATIONS,LLC",,Real estate matters,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3050,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3050
2025,Steven A. Robins,Lantian Development,"Lerch, Early & Brewer, Chtd.",,"Clarksburg Master Plan, Clarksburg Gateway Sector Plan, and related land use, zoning and real estate development matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3093,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3093
2016,Gerard Evans,Maryland Asphalt Association,"Gerard E. Evans, Ltd.","Hayley Evans, Rachel Burch",Any and all matters affecting asphalt and paving.,0.00,500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=665,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=665
2022,William Kominers,Lee Development Group,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",10714.00,1737.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2632,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2632
2021,Barbara Zektick,"Motorola Solutions, Inc.","Z&C, LLC",,internet connectivity and bridging the digital divide,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2561,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2561
2019,Patricia A. Harris,"JBG/Woodmont II, LLC","Lerch, Early & Brewer, Chtd.",,The abandonment of former Reed Street right of way.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2204,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2204
2014,Ellen Coren Bogage,Cassidian Communications,Chesapeake Public Strategies,,Matters related to procurement of public safety communications services.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=221,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=221
2022,Ashlie Bagwell,Nonprofit Organization,"Harris Jones & Malone, LLC",,Any and all matters concerning the budget and policy that affects businesses.,2000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2641,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2641
2018,Jocelyn Irene Collins,American Cancer Society Cancer Action Network,American Cancer Society Cancer Action Network,,"Access to health care, Cancer prevention, Early detection and screening and research, Obesity reduction and prevention, Nutrition and physical activity in schools and workplace, Tobacco use prevention and reduction, Tobacco control",0.00,20008.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2133,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2133
2023,William Kominers,Lee Development Group,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2817,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2817
2017,Soo Lee-Cho,"Alvin Aubinoe, III","Miller, Miller & Canby",,Representation before Council regarding Rock Spring Master Plan,3465.00,1050.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=956,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=956
2022,Ashlie Bagwell,Verizon Communications,"Harris Jones & Malone, LLC",,Any and all matters related to the telecommunications industry,1000.00,1000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2637,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2637
2019,Victoria Leonard,Baltimore Washington Laborers District Council,Baltimore Washington Laborers District Council,,"Labor policy, economic development and infrastructure, planning and zoning, and  job creation and workforce development matters,",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2237,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2237
2019,Robert Garagiola,Montgomery County Career Fire Fighters Association,"Compass Management Partners, Inc.",,"Labor Matters,Public Safety Matters",1750.00,4725.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2266,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2266
2017,Jody S. Kline,Brian Kline,"Miller, Miller & Canby",,Discuss potential annexation application with councilmembers.,744.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=821,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=821
2020,Justin Ross,Axon,"Perry, White, Ross, Jacobson",,Matters related to police technology and software.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2405,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2405
2017,Robert Zinsmeister,Robert Zinsmeister,Associated Builders and Contractors of Metro Washi,,"Procurement
Construction
Prevailing Wage
Apprenticeship
Labor Management",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=944,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=944
2024,Steve silverman,"Stonebridge Acquisitions,LLC","SSGOVRELATIONS,LLC",,Real estate matters,7500.00,3750.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2938,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2938
2021,William Kominers,Housing Opportunities Commission of Montgomery Cou,"Lerch, Early & Brewer, Chtd.",Susan M. Reutershan,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2449,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2449
2013,Roger D. Winston,The 53A Coalition,Ballard Spahr LLP,,Propose amendments to Chapter 53A of Montgomery County Code,5500.00,8500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=66,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=66
2018,Sloane Whelan,Crown Castle NG Atlantic LLC,KOFA Public Affairs,,telecommunications,8925.00,21000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2043,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2043
2025,Ashley Greenspan,Crown Castle,Crown Castle,Carver Chiu,Matters relating to the deployment and siting of communications infrastructure,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3072,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3072
2016,Moira Moynihan,"Clark Office Building, LLC","Alexander & Cleaver, P.A.",,Advocate for the Bethesda Metro Plaza proposal before County Government.,509.00,4000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=601,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=601
2016,Steven A. Robins,EYA,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,7875.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=727,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=727
2015,Robert J. Garagiola,"Discovery Communications, inc.","Alexander & Cleaver, P.A.",,"Communication, film, and entertainment issues, contractual employee issues and economic development and all tax legislation before the Maryland General Assembly and executive branch.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=337,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=337
2014,"Lawrence A. Shulman, Esquire","Coalition for a Competitive Taxicab Industry, Inc.","Shulman, Rogers, Gandal, Pordy & Ecker, PA","Kristin Draper, Esquire",Taxi legislation and related laws,0.00,101.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=233,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=233
2013,Steven A. Robins,"Grady Management, Inc.","Lerch, Early & Brewer, Chartered",,Glenmont Sector Plan Amendment,0.00,13152.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=81,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=81
2014,C. Robert Dalrymple,Washington Property Company,Linowes and Blocher LLP,"Anne M. Mead, Heather Dlhopolsky",PLD issues,0.00,6672.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=302,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=302
2024,Potomac Conservancy,Potomac Conservancy,Potomac Conservancy,,environmental policy,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2883,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2883
2016,Hillery Tsumba,"Primary Care Coalition of Montgomery County, Maryl",Primary Care Coalition of Montgomery County Maryla,,"Advocacy regarding County funding for programs providing health care to uninsured residents (Montgomery Cares, Care for Kids, County Dental Program, Maternity Partnership, Healthcare for the Homeless.) 

Advocacy regarding relevant bills (if introduced) that relate to health care access and the health and well being of low income residents (no known bills at present)",4938.00,2395.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=537,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=537
2019,Melvin R. Thompson,Restaurant Association of Maryland,Restaurant Association of Maryland,,"Restaurant, Foodservice & Hospitality Issues",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2241,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2241
2023,Seth Grimes,Washington Area Bicyclist Association,Washington Area Bicyclist Association,,"Transportation, specifically, a bikeable, walkable, transit-accessible DC region.",940.00,433.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2836,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2836
2020,Chris Gillis,MHP,MHP,"Rob Goldman, Amee Bearne","General lobbying around funding for affordable housing. Additional lobbying around specific bills, as they are introduced, and sector plans that impact affordable housing. Additional lobbying may be undertaken for out-of-school program support.",1121.00,2559.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2402,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2402
2014,"Norman G. Knopf, Managing Partner",Promenade Towers Mutual Housing Corporation,Knopf & Brown,David W. Brown,Countywide Comprehensive Rezoning Map,7192.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=262,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=262
2025,Ashlie Bagwell,Montgomery County Chamber of Commerce,"Harris Jones & Malone, LLC",,"Any and all matters related to local policies and regulations concerning economic dvelopment, tranporation, taxes and incentives, and quality of life issues.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3085,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3085
2017,Susan J Matlick,Maryland Building Industry Association,N/A,,"Issues affecting land development, home building, remodeling, impact fees and taxes",4414.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=881,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=881
2017,Steven A. Robins,Camalier Family,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans and general land use matters including the Rock Spring Master Plan.",7357.00,5350.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=940,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=940
2015,Steven A. Robins,The Ronald D. Paul Companies,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=423,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=423
2019,David Hicks,"Salient Capital Advisors, LLC","Salient Capital Advisors, LLC","Greg Reid, Ted Gardner",The principal and registered lobbyists provide investment advisory services.,1500.00,1500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2164,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2164
2018,Robert J. Garagiola,Montgomery County Career Fire Fighters,"Alexander & Cleaver, P.A.",,General budget issues in Montgomery County and employee benefits.,6085.00,8000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2053,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2053
2021,Patricia A. Harris,Wormald Corporation,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.  ZTA 20-08, Residential Care Facility.",413.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2454,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2454
2021,Gerard Evans,DrFirst,"Evans & Associates, LLC",Hayley Evans,"Healthcare, Technology",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2546,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2546
2024,Steven A. Robins,Lantian Development,"Lerch, Early & Brewer, Chtd.",,"Land Use, Zoning and Real Estate matters including, but not limited to, the Subdivision Staging Policy; Matters related to Clarksburg; Corridor Forward: The I-270 Transit Plan and the Clarksburg Gateway Sector Plan.",4950.00,2640.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2967,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2967
